asset_id,asset_type,manufacturer,site,rack_number,rack_unit,status,lifecycle_stage,vendor,purchase_date,unit_cost,warranty_expiry,warranty_active,age_years,utilization_pct,last_audit_date,purchase_year,days_since_audit,needs_audit
AST-21113,Load Balancer,Juniper,Chicago-DC1,R01,U4,Active,Aging,NetGear Solutions,2021-06-06,17467.1,2024-06-05,False,4.6,26.0,2025-08-25,2021,129,False
AST-21349,Server,Cisco,NewYork-DC2,R17,U40,Active,Aging,GlobalNet Supply,2021-06-07,23759.37,2026-06-06,True,4.6,17.3,2025-07-20,2021,165,False
AST-21766,Load Balancer,Dell,Chicago-DC1,R33,U37,Active,Aging,GlobalNet Supply,2021-06-09,10639.51,2026-06-08,True,4.6,89.1,2025-11-23,2021,39,False
AST-21600,Storage Array,Fortinet,Seattle-DC1,R26,U27,Active,Aging,Infra Partners Inc,2021-06-09,42674.47,2026-06-08,True,4.6,78.5,2025-09-02,2021,121,False
AST-21515,Storage Array,Arista,Chicago-DC2,R20,U14,Active,Aging,CoreEquip Distribution,2021-06-09,47790.03,2024-06-08,False,4.6,66.1,2025-03-29,2021,278,True
AST-20817,Server,HPE,Chicago-DC2,R04,U40,Active,Aging,GlobalNet Supply,2021-06-10,25358.26,2026-06-09,True,4.6,29.5,2025-07-18,2021,167,False
AST-22939,Patch Panel,HPE,Atlanta-DC1,R22,U14,Active,Aging,TechServe Logistics,2021-06-10,646.53,2026-06-09,True,4.6,23.0,2025-01-21,2021,345,True
AST-21687,Load Balancer,Arista,Denver-DC1,R02,U16,Active,Aging,Infra Partners Inc,2021-06-13,14546.91,2026-06-12,True,4.6,75.5,2025-05-31,2021,215,True
AST-21957,Server,Arista,Phoenix-DC1,R05,U1,Active,Aging,GlobalNet Supply,2021-06-14,30680.34,2026-06-13,True,4.6,60.7,2025-12-15,2021,17,False
AST-20599,Optical Transceiver,Juniper,NewYork-DC2,R07,U39,Active,Aging,GlobalNet Supply,2021-06-15,325.29,2026-06-14,True,4.5,41.2,2025-06-20,2021,195,True
AST-22355,Server,Juniper,Chicago-DC1,R30,U42,Active,Aging,Infra Partners Inc,2021-06-15,6230.29,2026-06-14,True,4.5,45.8,2025-03-19,2021,288,True
AST-22763,Optical Transceiver,Palo Alto Networks,Denver-DC1,R06,U19,Active,Aging,TechServe Logistics,2021-06-17,819.48,2026-06-16,True,4.5,27.2,2025-02-02,2021,333,True
AST-20848,Optical Transceiver,Arista,Dallas-DC1,R24,U1,Active,Aging,NetGear Solutions,2021-06-18,817.22,2026-06-17,True,4.5,61.9,2025-04-10,2021,266,True
AST-20812,Server,Cisco,Miami-DC1,R36,U6,Active,Aging,CoreEquip Distribution,2021-06-19,24354.79,2026-06-18,True,4.5,91.4,2025-09-24,2021,99,False
AST-21307,Router,Juniper,Seattle-DC1,R18,U39,Active,Aging,GlobalNet Supply,2021-06-20,7934.82,2024-06-19,False,4.5,67.0,2025-10-31,2021,62,False
AST-21905,Optical Transceiver,Arista,Phoenix-DC1,R38,U21,Active,Aging,DataCenter Direct,2021-06-21,1759.44,2026-06-20,True,4.5,78.2,2025-01-19,2021,347,True
AST-20153,Storage Array,Dell,Denver-DC1,R13,U24,Active,Aging,GlobalNet Supply,2021-06-21,55198.72,2026-06-20,True,4.5,90.8,2025-01-18,2021,348,True
AST-22595,Server,Juniper,Miami-DC1,R20,U30,Active,Aging,CoreEquip Distribution,2021-06-21,34890.76,2024-06-20,False,4.5,84.4,2025-01-23,2021,343,True
AST-22775,Patch Panel,Cisco,Phoenix-DC1,R11,U39,Active,Aging,CoreEquip Distribution,2021-06-22,716.35,2026-06-21,True,4.5,55.2,2025-07-23,2021,162,False
AST-21418,Load Balancer,Ciena,Boston-DC1,R18,U27,Active,Aging,Infra Partners Inc,2021-06-22,28686.0,2024-06-21,False,4.5,15.8,2025-01-12,2021,354,True
AST-22824,Switch,Palo Alto Networks,Chicago-DC2,R19,U36,Active,Aging,CoreEquip Distribution,2021-06-23,5124.15,2026-06-22,True,4.5,27.4,2025-08-15,2021,139,False
AST-20304,Patch Panel,Arista,Atlanta-DC1,R14,U10,Active,Aging,TechServe Logistics,2021-06-23,457.91,2024-06-22,False,4.5,41.1,2025-04-01,2021,275,True
AST-22056,Server,Cisco,Phoenix-DC1,R17,U27,Active,Aging,GlobalNet Supply,2021-06-23,13782.65,2026-06-22,True,4.5,67.5,2025-09-16,2021,107,False
AST-20166,Router,Dell,Chicago-DC1,R35,U31,Active,Aging,DataCenter Direct,2021-06-24,11760.93,2026-06-23,True,4.5,17.9,2025-08-24,2021,130,False
AST-20047,Patch Panel,Nokia,Chicago-DC2,R10,U2,Active,Aging,GlobalNet Supply,2021-06-25,664.59,2024-06-24,False,4.5,34.6,2025-12-08,2021,24,False
AST-22152,Patch Panel,Ciena,Miami-DC1,R26,U9,Active,Aging,TechServe Logistics,2021-06-25,246.93,2024-06-24,False,4.5,63.4,2025-03-06,2021,301,True
AST-20728,Server,Dell,Chicago-DC1,R28,U28,Active,Aging,GlobalNet Supply,2021-06-25,19561.47,2026-06-24,True,4.5,87.5,2025-02-03,2021,332,True
AST-22707,UPS Unit,Arista,Denver-DC1,R17,U38,Active,Aging,GlobalNet Supply,2021-06-25,7387.26,2026-06-24,True,4.5,94.1,2025-10-07,2021,86,False
AST-20089,Patch Panel,Dell,Austin-DC1,R27,U6,Active,Aging,GlobalNet Supply,2021-06-26,109.57,2026-06-25,True,4.5,94.4,2025-09-07,2021,116,False
AST-21116,Switch,HPE,Atlanta-DC1,R21,U38,Active,Aging,Infra Partners Inc,2021-06-26,9112.75,2024-06-25,False,4.5,69.7,2025-10-21,2021,72,False
AST-22828,Firewall,Fortinet,Chicago-DC1,R21,U6,Active,Aging,DataCenter Direct,2021-06-28,8801.31,2024-06-27,False,4.5,65.7,2025-01-15,2021,351,True
AST-20505,Storage Array,Dell,Seattle-DC1,R30,U3,Active,Aging,NetGear Solutions,2021-06-30,59898.17,2026-06-29,True,4.5,21.4,2025-07-15,2021,170,False
AST-21226,Server,Fortinet,Chicago-DC2,R07,U35,Active,Aging,TechServe Logistics,2021-07-01,10978.03,2024-06-30,False,4.5,41.5,2025-05-11,2021,235,True
AST-20703,Load Balancer,Fortinet,Miami-DC1,R27,U19,Active,Aging,CoreEquip Distribution,2021-07-01,12969.22,2026-06-30,True,4.5,30.1,2025-05-26,2021,220,True
AST-21145,Firewall,Palo Alto Networks,Miami-DC1,R35,U8,In Maintenance,Aging,Infra Partners Inc,2021-07-02,13898.32,2026-07-01,True,4.5,0.0,2025-03-08,2021,299,True
AST-20189,Server,Nokia,Miami-DC1,R32,U33,Active,Aging,CoreEquip Distribution,2021-07-04,27893.64,2024-07-03,False,4.5,54.9,2025-05-06,2021,240,True
AST-20123,PDU,Ciena,Austin-DC1,R17,U24,Active,Aging,TechServe Logistics,2021-07-04,1281.31,2026-07-03,True,4.5,69.9,2025-10-14,2021,79,False
AST-21383,Switch,Juniper,Boston-DC1,R12,U25,Active,Aging,NetGear Solutions,2021-07-05,8212.1,2026-07-04,True,4.5,36.2,2025-09-19,2021,104,False
AST-20237,Storage Array,Nokia,Phoenix-DC1,R15,U10,Active,Aging,DataCenter Direct,2021-07-05,12285.77,2026-07-04,True,4.5,35.9,2025-12-23,2021,9,False
AST-21220,Optical Transceiver,Fortinet,Denver-DC1,R31,U33,In Storage,Aging,NetGear Solutions,2021-07-06,779.31,2024-07-05,False,4.5,0.0,2025-03-22,2021,285,True
AST-20276,Load Balancer,Juniper,Boston-DC1,R08,U12,Active,Aging,GlobalNet Supply,2021-07-06,13248.6,2024-07-05,False,4.5,70.5,2025-06-23,2021,192,True
AST-22165,UPS Unit,Juniper,Boston-DC1,R02,U30,In Storage,Aging,CoreEquip Distribution,2021-07-06,7384.61,2026-07-05,True,4.5,0.0,2025-12-25,2021,7,False
AST-20200,Switch,Dell,Chicago-DC1,R14,U27,Active,Aging,NetGear Solutions,2021-07-08,3544.32,2026-07-07,True,4.5,77.0,2025-04-19,2021,257,True
AST-21037,Server,Fortinet,Seattle-DC1,R27,U33,Active,Aging,Infra Partners Inc,2021-07-08,7504.72,2026-07-07,True,4.5,36.0,2025-05-15,2021,231,True
AST-20025,Router,Palo Alto Networks,Chicago-DC1,R31,U33,Active,Aging,CoreEquip Distribution,2021-07-08,4103.13,2024-07-07,False,4.5,27.6,2025-04-04,2021,272,True
AST-21413,Patch Panel,Palo Alto Networks,Dallas-DC1,R04,U20,Active,Aging,CoreEquip Distribution,2021-07-08,474.0,2024-07-07,False,4.5,30.1,2025-06-17,2021,198,True
AST-22957,PDU,Arista,Denver-DC1,R10,U8,In Maintenance,Aging,DataCenter Direct,2021-07-09,1494.67,2024-07-08,False,4.5,0.0,2025-06-28,2021,187,True
AST-21181,Server,HPE,Atlanta-DC1,R27,U33,Active,Aging,DataCenter Direct,2021-07-09,7445.18,2024-07-08,False,4.5,61.1,2025-10-17,2021,76,False
AST-20028,Load Balancer,Dell,Boston-DC1,R09,U42,Active,Aging,CoreEquip Distribution,2021-07-10,13843.52,2024-07-09,False,4.5,51.6,2025-07-31,2021,154,False
AST-21735,Storage Array,Dell,Chicago-DC2,R11,U13,In Maintenance,Aging,GlobalNet Supply,2021-07-10,45745.95,2026-07-09,True,4.5,0.0,2025-07-08,2021,177,False
AST-21559,Server,Ciena,Phoenix-DC1,R16,U19,Decommissioned,Aging,GlobalNet Supply,2021-07-11,17153.07,2026-07-10,True,4.5,0.0,2025-09-04,2021,119,False
AST-21869,Optical Transceiver,Ciena,Phoenix-DC1,R09,U7,Active,Aging,NetGear Solutions,2021-07-11,939.42,2024-07-10,False,4.5,61.3,2025-04-12,2021,264,True
AST-21196,Optical Transceiver,Juniper,Austin-DC1,R34,U21,In Storage,Aging,CoreEquip Distribution,2021-07-13,980.08,2024-07-12,False,4.5,0.0,2025-09-25,2021,98,False
AST-21833,Patch Panel,HPE,Miami-DC1,R05,U21,Active,Aging,TechServe Logistics,2021-07-14,567.4,2024-07-13,False,4.5,18.4,2025-10-04,2021,89,False
AST-22410,Optical Transceiver,Ciena,Dallas-DC1,R01,U31,Active,Aging,GlobalNet Supply,2021-07-15,1861.41,2024-07-14,False,4.5,40.7,2025-06-03,2021,212,True
AST-22021,Switch,Dell,Chicago-DC1,R20,U8,Active,Aging,NetGear Solutions,2021-07-15,13066.42,2024-07-14,False,4.5,59.9,2025-01-31,2021,335,True
AST-20545,PDU,Palo Alto Networks,Austin-DC1,R35,U6,Active,Aging,TechServe Logistics,2021-07-16,2666.93,2026-07-15,True,4.5,30.9,2025-09-27,2021,96,False
AST-20460,Router,Ciena,Boston-DC1,R10,U28,Active,Aging,GlobalNet Supply,2021-07-17,10969.94,2026-07-16,True,4.5,61.8,2025-02-01,2021,334,True
AST-22444,Switch,Ciena,NewYork-DC2,R34,U29,Active,Aging,TechServe Logistics,2021-07-18,2228.58,2026-07-17,True,4.5,19.9,2025-03-14,2021,293,True
AST-21047,Patch Panel,Arista,Seattle-DC1,R30,U10,Active,Aging,CoreEquip Distribution,2021-07-20,205.35,2024-07-19,False,4.5,84.1,2025-04-20,2021,256,True
AST-20601,Patch Panel,Fortinet,Phoenix-DC1,R20,U28,Active,Aging,GlobalNet Supply,2021-07-20,499.19,2026-07-19,True,4.5,94.2,2025-07-08,2021,177,False
AST-20573,Patch Panel,HPE,NewYork-DC1,R40,U23,Active,Aging,Infra Partners Inc,2021-07-20,467.77,2026-07-19,True,4.5,64.1,2025-10-26,2021,67,False
AST-22969,Firewall,Arista,Seattle-DC1,R05,U8,Active,Aging,CoreEquip Distribution,2021-07-22,8582.56,2026-07-21,True,4.4,22.8,2025-04-09,2021,267,True
AST-20050,Storage Array,Palo Alto Networks,Denver-DC1,R33,U28,In Storage,Aging,Infra Partners Inc,2021-07-23,40632.62,2026-07-22,True,4.4,0.0,2025-03-26,2021,281,True
AST-21058,UPS Unit,Palo Alto Networks,Austin-DC1,R37,U28,Active,Aging,Infra Partners Inc,2021-07-24,3704.11,2026-07-23,True,4.4,59.5,2025-08-30,2021,124,False
AST-21744,Switch,Palo Alto Networks,Dallas-DC1,R15,U37,Active,Aging,Infra Partners Inc,2021-07-28,1893.62,2026-07-27,True,4.4,91.8,2025-05-15,2021,231,True
AST-20196,Optical Transceiver,Arista,Seattle-DC1,R40,U20,Active,Aging,Infra Partners Inc,2021-07-28,907.32,2024-07-27,False,4.4,41.9,2025-03-03,2021,304,True
AST-21189,PDU,HPE,Seattle-DC1,R03,U14,Active,Aging,NetGear Solutions,2021-07-28,2883.78,2024-07-27,False,4.4,56.5,2025-05-25,2021,221,True
AST-22328,Server,Nokia,Atlanta-DC1,R38,U26,Active,Aging,GlobalNet Supply,2021-07-30,7404.59,2026-07-29,True,4.4,59.4,2025-10-06,2021,87,False
AST-21317,Switch,Arista,NewYork-DC2,R11,U12,Active,Aging,TechServe Logistics,2021-07-31,7851.84,2026-07-30,True,4.4,75.8,2025-11-28,2021,34,False
AST-22941,Storage Array,Ciena,Seattle-DC1,R31,U2,Active,Aging,NetGear Solutions,2021-07-31,54894.52,2026-07-30,True,4.4,41.1,2025-06-29,2021,186,True
AST-22560,Server,HPE,Chicago-DC1,R38,U9,Active,Aging,TechServe Logistics,2021-08-01,31071.83,2024-07-31,False,4.4,68.2,2025-09-28,2021,95,False
AST-21490,Firewall,Arista,Dallas-DC1,R26,U2,Active,Aging,Infra Partners Inc,2021-08-01,10200.4,2026-07-31,True,4.4,76.2,2025-04-14,2021,262,True
AST-20818,Router,HPE,NewYork-DC1,R21,U17,Active,Aging,TechServe Logistics,2021-08-03,12082.1,2024-08-02,False,4.4,90.3,2025-06-22,2021,193,True
AST-21845,Optical Transceiver,Cisco,NewYork-DC1,R12,U13,Active,Aging,NetGear Solutions,2021-08-04,1399.85,2026-08-03,True,4.4,60.1,2025-06-20,2021,195,True
AST-20426,Router,HPE,Boston-DC1,R07,U11,Active,Aging,GlobalNet Supply,2021-08-05,4811.6,2026-08-04,True,4.4,57.7,2025-03-31,2021,276,True
AST-22393,Patch Panel,Palo Alto Networks,Phoenix-DC1,R26,U36,Active,Aging,GlobalNet Supply,2021-08-06,614.36,2026-08-05,True,4.4,52.1,2025-04-12,2021,264,True
AST-20517,Patch Panel,Nokia,Miami-DC1,R35,U25,Active,Aging,GlobalNet Supply,2021-08-06,560.8,2024-08-05,False,4.4,56.9,2025-09-25,2021,98,False
AST-21448,Server,Juniper,Boston-DC1,R06,U23,Decommissioned,Aging,GlobalNet Supply,2021-08-06,26342.25,2026-08-05,True,4.4,0.0,2025-02-26,2021,309,True
AST-22684,PDU,Juniper,NewYork-DC2,R35,U14,Active,Aging,TechServe Logistics,2021-08-07,1332.1,2024-08-06,False,4.4,30.2,2025-06-23,2021,192,True
AST-20827,Storage Array,HPE,Phoenix-DC1,R39,U22,Active,Aging,CoreEquip Distribution,2021-08-10,20531.19,2026-08-09,True,4.4,88.1,2025-12-23,2021,9,False
AST-22437,Storage Array,Nokia,NewYork-DC2,R38,U9,Active,Aging,DataCenter Direct,2021-08-10,50566.01,2026-08-09,True,4.4,40.5,2025-12-09,2021,23,False
AST-20287,Server,Arista,Phoenix-DC1,R26,U32,Active,Aging,GlobalNet Supply,2021-08-12,27844.21,2024-08-11,False,4.4,61.2,2025-10-20,2021,73,False
AST-21837,Load Balancer,Dell,Phoenix-DC1,R33,U38,Active,Aging,GlobalNet Supply,2021-08-13,12026.34,2026-08-12,True,4.4,38.1,2025-03-02,2021,305,True
AST-20413,Optical Transceiver,Palo Alto Networks,Austin-DC1,R36,U31,Active,Aging,CoreEquip Distribution,2021-08-13,1569.4,2024-08-12,False,4.4,60.7,2025-03-08,2021,299,True
AST-22922,PDU,Arista,NewYork-DC1,R08,U40,Active,Aging,NetGear Solutions,2021-08-16,2597.58,2024-08-15,False,4.4,54.4,2025-02-18,2021,317,True
AST-21346,Storage Array,Cisco,Atlanta-DC1,R16,U12,Active,Aging,CoreEquip Distribution,2021-08-17,17036.79,2024-08-16,False,4.4,15.7,2025-03-17,2021,290,True
AST-22973,Optical Transceiver,Dell,Phoenix-DC1,R07,U8,Active,Aging,GlobalNet Supply,2021-08-18,1954.6,2026-08-17,True,4.4,50.4,2025-09-28,2021,95,False
AST-22594,Optical Transceiver,Ciena,Chicago-DC1,R06,U32,Active,Aging,TechServe Logistics,2021-08-19,377.99,2026-08-18,True,4.4,31.3,2025-11-02,2021,60,False
AST-20130,Server,Nokia,Atlanta-DC1,R04,U10,Active,Aging,CoreEquip Distribution,2021-08-21,22886.71,2026-08-20,True,4.4,75.4,2025-10-12,2021,81,False
AST-22478,Load Balancer,Ciena,Chicago-DC1,R29,U40,Active,Aging,CoreEquip Distribution,2021-08-22,17424.39,2026-08-21,True,4.4,60.4,2025-08-16,2021,138,False
AST-21273,UPS Unit,Ciena,Chicago-DC1,R39,U8,Active,Aging,NetGear Solutions,2021-08-22,8359.83,2026-08-21,True,4.4,73.6,2025-07-02,2021,183,True
AST-20067,PDU,Nokia,Chicago-DC1,R23,U17,Active,Aging,NetGear Solutions,2021-08-24,1718.87,2024-08-23,False,4.4,37.4,2025-07-10,2021,175,False
AST-20649,UPS Unit,Ciena,Phoenix-DC1,R21,U15,Active,Aging,CoreEquip Distribution,2021-08-27,9789.75,2024-08-26,False,4.3,34.0,2025-11-11,2021,51,False
AST-20718,UPS Unit,Arista,Chicago-DC1,R28,U37,Active,Aging,Infra Partners Inc,2021-08-28,6609.09,2024-08-27,False,4.3,87.1,2025-04-12,2021,264,True
AST-22381,Load Balancer,HPE,Atlanta-DC1,R12,U42,In Maintenance,Aging,GlobalNet Supply,2021-08-28,16392.67,2026-08-27,True,4.3,0.0,2025-08-24,2021,130,False
AST-21484,UPS Unit,Cisco,Chicago-DC2,R10,U21,Active,Aging,TechServe Logistics,2021-08-30,6771.02,2026-08-29,True,4.3,59.0,2025-06-22,2021,193,True
AST-21485,PDU,Nokia,NewYork-DC1,R03,U42,Active,Aging,GlobalNet Supply,2021-08-30,2590.18,2026-08-29,True,4.3,40.9,2025-08-09,2021,145,False
AST-21587,Optical Transceiver,Nokia,Boston-DC1,R38,U34,Active,Aging,CoreEquip Distribution,2021-08-30,480.08,2026-08-29,True,4.3,37.3,2025-01-16,2021,350,True
AST-21811,UPS Unit,Cisco,Miami-DC1,R19,U25,Active,Aging,CoreEquip Distribution,2021-08-30,3501.28,2024-08-29,False,4.3,16.4,2025-10-27,2021,66,False
AST-21540,UPS Unit,HPE,Denver-DC1,R31,U33,Active,Aging,Infra Partners Inc,2021-09-01,10553.79,2026-08-31,True,4.3,45.9,2025-04-26,2021,250,True
AST-21791,Server,Juniper,Austin-DC1,R20,U16,Active,Aging,NetGear Solutions,2021-09-01,7260.89,2026-08-31,True,4.3,59.1,2025-03-23,2021,284,True
AST-20892,Router,Ciena,Denver-DC1,R13,U40,Active,Aging,TechServe Logistics,2021-09-01,15365.19,2026-08-31,True,4.3,89.7,2025-09-16,2021,107,False
AST-21494,Firewall,HPE,Seattle-DC1,R19,U29,Active,Aging,GlobalNet Supply,2021-09-01,10282.12,2026-08-31,True,4.3,50.6,2025-12-17,2021,15,False
AST-22287,Firewall,Ciena,Austin-DC1,R28,U17,Active,Aging,TechServe Logistics,2021-09-02,17660.07,2026-09-01,True,4.3,40.1,2025-12-27,2021,5,False
AST-22232,PDU,Juniper,Boston-DC1,R19,U26,Decommissioned,Aging,GlobalNet Supply,2021-09-02,1911.15,2026-09-01,True,4.3,0.0,2025-11-03,2021,59,False
AST-22169,Optical Transceiver,Juniper,Chicago-DC1,R20,U14,Active,Aging,DataCenter Direct,2021-09-04,1782.78,2024-09-03,False,4.3,31.5,2025-05-09,2021,237,True
AST-20219,Firewall,Palo Alto Networks,Dallas-DC1,R14,U38,Active,Aging,GlobalNet Supply,2021-09-05,11069.45,2026-09-04,True,4.3,22.3,2025-04-25,2021,251,True
AST-22458,Storage Array,Nokia,Seattle-DC1,R09,U25,Active,Aging,TechServe Logistics,2021-09-06,44502.18,2026-09-05,True,4.3,88.2,2025-12-02,2021,30,False
AST-22157,Server,Palo Alto Networks,Seattle-DC1,R34,U9,Active,Aging,NetGear Solutions,2021-09-07,15455.88,2026-09-06,True,4.3,74.4,2025-04-10,2021,266,True
AST-21282,Storage Array,Ciena,Boston-DC1,R36,U1,Active,Aging,Infra Partners Inc,2021-09-08,29451.98,2026-09-07,True,4.3,42.2,2025-07-09,2021,176,False
AST-22160,UPS Unit,Palo Alto Networks,Atlanta-DC1,R14,U28,Active,Aging,DataCenter Direct,2021-09-08,9899.08,2024-09-07,False,4.3,75.8,2025-04-21,2021,255,True
AST-22183,UPS Unit,Juniper,Austin-DC1,R30,U9,Active,Aging,GlobalNet Supply,2021-09-08,9486.17,2026-09-07,True,4.3,24.9,2025-04-24,2021,252,True
AST-22592,Firewall,HPE,Denver-DC1,R10,U4,Active,Aging,CoreEquip Distribution,2021-09-10,12856.28,2026-09-09,True,4.3,40.5,2025-09-15,2021,108,False
AST-22438,Optical Transceiver,HPE,Austin-DC1,R08,U36,Active,Aging,DataCenter Direct,2021-09-11,1124.83,2024-09-10,False,4.3,65.4,2025-12-23,2021,9,False
AST-22761,Load Balancer,Nokia,Chicago-DC1,R35,U10,Active,Aging,CoreEquip Distribution,2021-09-13,26073.13,2026-09-12,True,4.3,88.2,2025-10-28,2021,65,False
AST-20873,Router,Cisco,Dallas-DC1,R39,U39,Active,Aging,GlobalNet Supply,2021-09-14,16856.46,2026-09-13,True,4.3,84.4,2025-03-13,2021,294,True
AST-20043,Firewall,Nokia,NewYork-DC1,R08,U20,Decommissioned,Aging,TechServe Logistics,2021-09-14,9022.65,2026-09-13,True,4.3,0.0,2025-04-16,2021,260,True
AST-22062,Router,Arista,Chicago-DC1,R07,U14,Active,Aging,GlobalNet Supply,2021-09-14,15619.57,2026-09-13,True,4.3,85.2,2025-09-18,2021,105,False
AST-21225,Load Balancer,Fortinet,NewYork-DC2,R31,U1,Active,Aging,GlobalNet Supply,2021-09-14,11613.24,2024-09-13,False,4.3,48.3,2025-07-22,2021,163,False
AST-22081,Storage Array,Palo Alto Networks,Miami-DC1,R02,U11,Active,Aging,Infra Partners Inc,2021-09-16,23548.11,2024-09-15,False,4.3,83.8,2025-12-26,2021,6,False
AST-22630,Server,HPE,Chicago-DC2,R26,U39,Active,Aging,CoreEquip Distribution,2021-09-17,12398.02,2026-09-16,True,4.3,41.2,2025-11-06,2021,56,False
AST-22528,Router,Arista,Miami-DC1,R20,U42,Active,Aging,TechServe Logistics,2021-09-19,11102.35,2026-09-18,True,4.3,94.7,2025-10-09,2021,84,False
AST-20167,Firewall,HPE,Seattle-DC1,R24,U28,Active,Aging,TechServe Logistics,2021-09-21,5991.6,2026-09-20,True,4.3,74.5,2025-06-10,2021,205,True
AST-21794,Load Balancer,Dell,Chicago-DC1,R37,U32,Active,Aging,Infra Partners Inc,2021-09-24,27039.53,2026-09-23,True,4.3,72.2,2025-02-22,2021,313,True
AST-20930,Optical Transceiver,Fortinet,Chicago-DC2,R39,U5,Active,Aging,CoreEquip Distribution,2021-09-25,1877.2,2024-09-24,False,4.3,42.5,2025-02-05,2021,330,True
AST-22238,Router,Juniper,Miami-DC1,R32,U41,Active,Aging,TechServe Logistics,2021-09-25,3150.56,2024-09-24,False,4.3,92.1,2025-09-18,2021,105,False
AST-21850,Load Balancer,Palo Alto Networks,Denver-DC1,R30,U38,Active,Aging,GlobalNet Supply,2021-09-27,15788.94,2026-09-26,True,4.3,68.6,2025-01-28,2021,338,True
AST-20085,Switch,Fortinet,Seattle-DC1,R11,U22,Active,Aging,NetGear Solutions,2021-09-27,10546.8,2026-09-26,True,4.3,70.5,2025-06-04,2021,211,True
AST-22407,Patch Panel,Arista,Chicago-DC1,R38,U39,Active,Aging,GlobalNet Supply,2021-09-28,620.95,2026-09-27,True,4.3,62.3,2025-11-25,2021,37,False
AST-21009,Load Balancer,Nokia,Chicago-DC2,R06,U3,Active,Aging,Infra Partners Inc,2021-09-28,15930.86,2024-09-27,False,4.3,27.1,2025-02-25,2021,310,True
AST-22661,PDU,Nokia,NewYork-DC1,R04,U27,In Maintenance,Aging,Infra Partners Inc,2021-09-29,857.49,2024-09-28,False,4.3,0.0,2025-10-28,2021,65,False
AST-21382,UPS Unit,Arista,NewYork-DC2,R15,U21,In Storage,Aging,TechServe Logistics,2021-09-29,8164.03,2026-09-28,True,4.3,0.0,2025-07-28,2021,157,False
AST-21254,Router,Arista,NewYork-DC1,R07,U12,Active,Aging,NetGear Solutions,2021-10-02,17253.39,2026-10-01,True,4.2,39.5,2025-07-01,2021,184,True
AST-22848,Load Balancer,Nokia,Chicago-DC1,R37,U15,Active,Aging,CoreEquip Distribution,2021-10-04,16987.63,2026-10-03,True,4.2,42.5,2025-04-27,2021,249,True
AST-22687,Switch,Fortinet,Austin-DC1,R22,U35,Active,Aging,NetGear Solutions,2021-10-04,2084.74,2026-10-03,True,4.2,89.3,2025-08-16,2021,138,False
AST-22463,Router,Dell,NewYork-DC1,R40,U33,Active,Aging,TechServe Logistics,2021-10-04,9890.22,2026-10-03,True,4.2,25.8,2025-07-29,2021,156,False
AST-22557,Optical Transceiver,Ciena,Seattle-DC1,R09,U11,Active,Aging,CoreEquip Distribution,2021-10-04,1415.5,2024-10-03,False,4.2,74.3,2025-08-06,2021,148,False
AST-22197,Server,Cisco,Chicago-DC1,R27,U9,In Maintenance,Aging,Infra Partners Inc,2021-10-05,16727.71,2024-10-04,False,4.2,0.0,2025-11-26,2021,36,False
AST-22947,UPS Unit,Nokia,NewYork-DC2,R15,U22,Active,Aging,Infra Partners Inc,2021-10-11,4545.62,2026-10-10,True,4.2,66.9,2025-08-15,2021,139,False
AST-20212,Load Balancer,Arista,Chicago-DC1,R13,U12,Active,Aging,CoreEquip Distribution,2021-10-12,20491.19,2026-10-11,True,4.2,83.5,2025-02-22,2021,313,True
AST-20525,Server,Palo Alto Networks,NewYork-DC1,R39,U29,Active,Aging,Infra Partners Inc,2021-10-14,21017.01,2024-10-13,False,4.2,87.2,2025-07-04,2021,181,True
AST-21272,Router,Nokia,Atlanta-DC1,R02,U35,Active,Aging,NetGear Solutions,2021-10-14,19870.34,2026-10-13,True,4.2,29.3,2025-08-17,2021,137,False
AST-21775,Server,Arista,NewYork-DC2,R18,U35,Active,Aging,CoreEquip Distribution,2021-10-15,15118.56,2026-10-14,True,4.2,42.2,2025-02-11,2021,324,True
AST-21435,Storage Array,Ciena,NewYork-DC2,R09,U34,Active,Aging,DataCenter Direct,2021-10-15,43268.67,2026-10-14,True,4.2,34.7,2025-09-17,2021,106,False
AST-21853,Storage Array,Cisco,Dallas-DC1,R11,U23,Active,Aging,Infra Partners Inc,2021-10-16,29296.76,2024-10-15,False,4.2,75.8,2025-03-10,2021,297,True
AST-22455,Server,Dell,Austin-DC1,R16,U12,Active,Aging,Infra Partners Inc,2021-10-17,6402.02,2024-10-16,False,4.2,61.0,2025-12-20,2021,12,False
AST-20194,Server,Juniper,NewYork-DC1,R10,U13,Active,Aging,DataCenter Direct,2021-10-20,33168.46,2026-10-19,True,4.2,55.7,2025-02-26,2021,309,True
AST-20872,Router,Fortinet,Boston-DC1,R26,U35,Active,Aging,DataCenter Direct,2021-10-23,12221.24,2024-10-22,False,4.2,41.1,2025-07-31,2021,154,False
AST-21264,Server,Dell,Seattle-DC1,R40,U39,Active,Aging,DataCenter Direct,2021-10-24,29697.14,2026-10-23,True,4.2,88.2,2025-06-11,2021,204,True
AST-20012,Switch,Palo Alto Networks,Atlanta-DC1,R11,U30,Active,Aging,CoreEquip Distribution,2021-10-25,5462.25,2024-10-24,False,4.2,91.3,2025-12-30,2021,2,False
